"creditcardid","cardtype"
12417,Distinguish
17495,Distinguish
1315,ColonialVoice
1061,Vista
15395,ColonialVoice
609,Vista
710,Vista
9673,Distinguish
18767,Distinguish
8789,Vista
8784,ColonialVoice
9541,Distinguish
13161,Vista
17913,Vista
3119,Distinguish
12172,Vista
17500,ColonialVoice
6632,Distinguish
8040,Distinguish
3448,ColonialVoice
8788,ColonialVoice
9795,ColonialVoice
2240,ColonialVoice
10892,Distinguish
865,ColonialVoice
10962,Distinguish
18041,Vista
4262,Distinguish
7081,ColonialVoice
15964,Distinguish
1402,Distinguish
17663,SuperiorCard
18306,ColonialVoice
8801,SuperiorCard
1317,SuperiorCard
5446,Distinguish
4266,Distinguish
5159,SuperiorCard
8467,SuperiorCard
5686,Vista
2316,Vista
11497,ColonialVoice
16398,ColonialVoice
13143,SuperiorCard
11088,SuperiorCard
17373,SuperiorCard
13503,Distinguish
14647,SuperiorCard
16665,Distinguish
8491,Vista
13240,SuperiorCard
13794,Vista
8829,SuperiorCard
4923,Vista
10748,Vista
13182,SuperiorCard
2960,SuperiorCard
12436,Distinguish
7872,Vista
8900,Distinguish
15648,Distinguish
3014,ColonialVoice
13005,Vista
3009,Vista
8301,Distinguish
10010,Vista
2056,ColonialVoice
13739,Vista
18677,SuperiorCard
2425,Distinguish
1658,ColonialVoice
18524,ColonialVoice
15055,SuperiorCard
9654,ColonialVoice
12105,Distinguish
682,ColonialVoice
13444,ColonialVoice
16946,ColonialVoice
11432,ColonialVoice
2165,Vista
7978,SuperiorCard
19127,ColonialVoice
10904,Vista
16250,Distinguish
4016,SuperiorCard
9167,Vista
5717,ColonialVoice
6973,Vista
12593,Distinguish
15038,ColonialVoice
5399,Vista
2935,Distinguish
11471,Distinguish
10972,Distinguish
11113,ColonialVoice
1354,Distinguish
1293,SuperiorCard
4615,Distinguish
11174,Vista
25,Vista
7572,Distinguish
14238,Vista
8663,SuperiorCard
5598,SuperiorCard
13375,Vista
2574,Vista
16949,SuperiorCard
13049,SuperiorCard
5437,Vista
9684,SuperiorCard
10023,Distinguish
4983,ColonialVoice
8500,Vista
16882,ColonialVoice
17749,Distinguish
17098,SuperiorCard
1267,SuperiorCard
7993,Vista
17411,SuperiorCard
7534,SuperiorCard
16694,Vista
2625,ColonialVoice
3372,Distinguish
2862,Distinguish
10417,SuperiorCard
2703,Vista
3541,ColonialVoice
11697,Distinguish
18792,ColonialVoice
2951,Vista
8907,Distinguish
8796,SuperiorCard
4327,ColonialVoice
6831,Vista
6819,SuperiorCard
7009,Vista
8533,SuperiorCard
14800,ColonialVoice
15968,Distinguish
8730,Vista
3681,Distinguish
11874,SuperiorCard
18681,SuperiorCard
306,Vista
13639,Distinguish
100,ColonialVoice
6304,Distinguish
7176,Vista
7201,Vista
9192,ColonialVoice
10476,SuperiorCard
8541,Distinguish
4575,Distinguish
14697,ColonialVoice
14157,Distinguish
3652,Distinguish
6017,Distinguish
5362,ColonialVoice
16400,Distinguish
3866,Vista
3111,Distinguish
3292,Distinguish
2084,SuperiorCard
5815,SuperiorCard
12784,Vista
5891,SuperiorCard
15456,Distinguish
15589,Vista
6724,Vista
136,Distinguish
12485,Vista
14655,Vista
7523,ColonialVoice
12331,Vista
15566,ColonialVoice
12973,ColonialVoice
13826,ColonialVoice
16661,Distinguish
15737,ColonialVoice
11462,Vista
7490,Distinguish
8184,SuperiorCard
13492,SuperiorCard
16302,ColonialVoice
6850,SuperiorCard
4189,Vista
17450,Distinguish
3739,ColonialVoice
16352,ColonialVoice
845,SuperiorCard
11856,Vista
7045,Vista
14695,ColonialVoice
8146,ColonialVoice
6273,SuperiorCard
17461,Distinguish
5813,Distinguish
8118,ColonialVoice
13048,SuperiorCard
1856,ColonialVoice
18103,Distinguish
16945,Vista
8407,ColonialVoice
9054,SuperiorCard
7301,Distinguish
195,Distinguish
16450,Vista
15330,ColonialVoice
9178,Distinguish
10553,Vista
16557,Vista
19190,SuperiorCard
16332,SuperiorCard
18155,Vista
5465,Vista
9978,Distinguish
6062,Vista
1172,ColonialVoice
13553,Distinguish
11959,SuperiorCard
8916,SuperiorCard
16514,ColonialVoice
8385,ColonialVoice
8731,Vista
5330,SuperiorCard
6142,Vista
3971,Distinguish
13168,ColonialVoice
12147,SuperiorCard
758,SuperiorCard
4627,SuperiorCard
4594,SuperiorCard
1545,Vista
14105,Distinguish
9733,ColonialVoice
12804,ColonialVoice
13129,ColonialVoice
13514,Distinguish
18562,ColonialVoice
7373,ColonialVoice
14936,SuperiorCard
4178,ColonialVoice
14332,Distinguish
6089,Distinguish
9303,Vista
13353,SuperiorCard
10539,ColonialVoice
18911,ColonialVoice
3898,ColonialVoice
10154,ColonialVoice
3340,Vista
10457,Distinguish
7202,ColonialVoice
3548,SuperiorCard
2871,ColonialVoice
750,SuperiorCard
14713,Distinguish
12218,SuperiorCard
9855,Vista
17229,ColonialVoice
9252,SuperiorCard
3871,SuperiorCard
5461,ColonialVoice
4857,ColonialVoice
13527,SuperiorCard
4562,Vista
16695,Vista
15052,Distinguish
9822,ColonialVoice
13896,Vista
9213,SuperiorCard
14817,Distinguish
1305,Vista
11477,Vista
4232,SuperiorCard
19018,Distinguish
17273,SuperiorCard
2786,Distinguish
3778,ColonialVoice
1106,SuperiorCard
5557,SuperiorCard
8998,Vista
11762,Distinguish
18559,Distinguish
5141,SuperiorCard
7120,ColonialVoice
12704,Distinguish
17294,Vista
983,SuperiorCard
7062,Distinguish
11374,SuperiorCard
15187,ColonialVoice
2697,Vista
1446,ColonialVoice
10580,Vista
16076,SuperiorCard
479,SuperiorCard
562,Distinguish
6022,SuperiorCard
13956,Vista
14989,Vista
1810,Vista
5772,Distinguish
12514,ColonialVoice
552,SuperiorCard
2756,Vista
17071,Vista
12956,Vista
5926,Distinguish
13105,ColonialVoice
6761,ColonialVoice
10268,SuperiorCard
17464,Distinguish
12894,Distinguish
3534,SuperiorCard
18724,ColonialVoice
4946,ColonialVoice
16696,SuperiorCard
16436,Vista
3858,ColonialVoice
12134,ColonialVoice
6963,Vista
15290,ColonialVoice
2045,Distinguish
7837,Distinguish
4224,Distinguish
6341,Distinguish
10901,SuperiorCard
3222,ColonialVoice
14411,ColonialVoice
4683,Distinguish
14343,Distinguish
533,ColonialVoice
16910,Distinguish
13388,SuperiorCard
10628,Vista
2782,ColonialVoice
1265,ColonialVoice
15798,SuperiorCard
3286,ColonialVoice
18264,Vista
6231,SuperiorCard
14233,Distinguish
5498,Vista
3640,Distinguish
7244,Distinguish
7792,SuperiorCard
4850,Distinguish
7953,SuperiorCard
3043,Vista
15228,SuperiorCard
17919,Vista
15438,Distinguish
1094,SuperiorCard
13885,ColonialVoice
14183,SuperiorCard
17805,Vista
8234,Vista
7725,SuperiorCard
17197,ColonialVoice
8193,ColonialVoice
10000,Distinguish
16700,Vista
5715,SuperiorCard
4889,ColonialVoice
2896,Vista
2394,ColonialVoice
5360,Vista
7200,Distinguish
10663,SuperiorCard
350,ColonialVoice
10517,Distinguish
16872,SuperiorCard
2210,ColonialVoice
5282,Distinguish
1260,SuperiorCard
16987,Vista
9636,SuperiorCard
2688,Distinguish
11152,ColonialVoice
7177,Vista
12631,Distinguish
1407,ColonialVoice
18806,Vista
17679,Vista
10746,Vista
18804,ColonialVoice
5166,ColonialVoice
665,SuperiorCard
12763,Vista
4543,Distinguish
8182,Distinguish
244,SuperiorCard
5909,Vista
17546,Vista
19076,ColonialVoice
16677,Vista
8168,ColonialVoice
10760,SuperiorCard
3226,Distinguish
13663,ColonialVoice
15412,Distinguish
19101,Distinguish
525,ColonialVoice
9892,Distinguish
498,SuperiorCard
4849,SuperiorCard
15814,Vista
10193,Distinguish
15502,ColonialVoice
6567,Distinguish
3038,SuperiorCard
11505,SuperiorCard
15975,ColonialVoice
4715,SuperiorCard
7428,SuperiorCard
1895,SuperiorCard
8888,SuperiorCard
305,Distinguish
8463,SuperiorCard
8972,SuperiorCard
11608,Distinguish
7541,Distinguish
11190,SuperiorCard
14960,Distinguish
13803,SuperiorCard
12991,SuperiorCard
2485,Distinguish
9945,ColonialVoice
18134,Vista
12233,Distinguish
6872,Distinguish
16864,SuperiorCard
15283,ColonialVoice
12315,SuperiorCard
18851,SuperiorCard
13449,ColonialVoice
9298,SuperiorCard
5110,Vista
6605,Vista
4877,SuperiorCard
14547,ColonialVoice
9738,Vista
14814,Distinguish
1908,SuperiorCard
2759,Distinguish
8963,Vista
6865,Distinguish
5514,Vista
5482,SuperiorCard
15254,SuperiorCard
17301,ColonialVoice
13715,Distinguish
14838,Vista
16463,Distinguish
15902,Distinguish
1188,ColonialVoice
1756,Vista
5931,Distinguish
6315,Distinguish
8542,Distinguish
12232,ColonialVoice
5346,SuperiorCard
4402,ColonialVoice
300,Vista
7956,Vista
7285,ColonialVoice
18036,Distinguish
6163,SuperiorCard
12116,SuperiorCard
17086,ColonialVoice
1356,Vista
10298,Vista
7838,Vista
5668,ColonialVoice
18903,Distinguish
16336,Vista
1949,ColonialVoice
8076,ColonialVoice
3770,ColonialVoice
18026,ColonialVoice
7098,Distinguish
16638,SuperiorCard
10641,Distinguish
2519,Distinguish
5635,Vista
10070,Vista
6456,Vista
12707,SuperiorCard
19053,ColonialVoice
3190,Vista
7473,SuperiorCard
4040,Vista
17499,Distinguish
703,ColonialVoice
6757,SuperiorCard
17465,SuperiorCard
12323,SuperiorCard
2234,SuperiorCard
17617,Vista
14840,Distinguish
3093,ColonialVoice
3824,SuperiorCard
4956,SuperiorCard
15007,ColonialVoice
18735,Distinguish
277,ColonialVoice
12779,Vista
11807,SuperiorCard
1702,ColonialVoice
15132,SuperiorCard
4456,SuperiorCard
14137,Distinguish
16192,SuperiorCard
7595,Distinguish
16715,SuperiorCard
13729,SuperiorCard
3359,ColonialVoice
18066,Distinguish
12095,Distinguish
1907,SuperiorCard
2594,Vista
10804,SuperiorCard
3394,Vista
6262,ColonialVoice
10122,ColonialVoice
6414,Distinguish
3567,ColonialVoice
10488,ColonialVoice
7880,Distinguish
16510,Distinguish
131,SuperiorCard
17986,SuperiorCard
7641,SuperiorCard
3590,SuperiorCard
5763,ColonialVoice
7811,Distinguish
18360,SuperiorCard
8559,Distinguish
535,Vista
2569,Distinguish
755,Distinguish
6853,Distinguish
14149,Vista
17506,Vista
15063,Distinguish
15744,Distinguish
11943,ColonialVoice
11582,ColonialVoice
1076,SuperiorCard
15149,Distinguish
1178,SuperiorCard
2073,SuperiorCard
3197,SuperiorCard
5370,Vista
2699,Distinguish
7818,ColonialVoice
12907,ColonialVoice
12084,Vista
564,SuperiorCard
4039,Distinguish
9958,Vista
7768,Distinguish
4968,Distinguish
13596,Vista
6673,ColonialVoice
8517,ColonialVoice
9166,ColonialVoice
319,SuperiorCard
2652,SuperiorCard
4448,ColonialVoice
14917,Distinguish
16610,Distinguish
11782,ColonialVoice
2597,Distinguish
13278,ColonialVoice
3223,Distinguish
14366,ColonialVoice
7443,Distinguish
2441,ColonialVoice
11232,Vista
7754,Vista
17310,Vista
7486,ColonialVoice
6471,SuperiorCard
14615,SuperiorCard
17819,ColonialVoice
12916,Vista
15017,Vista
15525,Distinguish
1526,Vista
13967,Distinguish
4494,Vista
13285,SuperiorCard
7029,Vista
6506,ColonialVoice
3042,SuperiorCard
10795,SuperiorCard
6313,Distinguish
8190,ColonialVoice
1186,ColonialVoice
7238,SuperiorCard
12647,Distinguish
3310,SuperiorCard
15300,ColonialVoice
18846,Vista
13354,ColonialVoice
16028,Vista
1531,Vista
8131,Distinguish
7840,Vista
1847,SuperiorCard
2638,Distinguish
15692,Distinguish
8763,Vista
16539,SuperiorCard
12229,SuperiorCard
13476,SuperiorCard
15957,ColonialVoice
17214,SuperiorCard
7251,ColonialVoice
4166,Distinguish
8830,Distinguish
2971,ColonialVoice
5637,SuperiorCard
10055,Vista
3946,SuperiorCard
4553,Vista
7700,Distinguish
4422,Vista
18686,SuperiorCard
238,ColonialVoice
5829,Distinguish
4779,ColonialVoice
11800,Distinguish
9594,Vista
18193,SuperiorCard
1594,ColonialVoice
3523,ColonialVoice
7917,Vista
1773,SuperiorCard
2520,Distinguish
17781,SuperiorCard
14280,Vista
18116,SuperiorCard
10555,SuperiorCard
4081,Distinguish
13076,Distinguish
15532,Vista
7456,Vista
12303,Vista
19106,SuperiorCard
11036,Distinguish
6460,SuperiorCard
17050,Vista
12093,SuperiorCard
1685,ColonialVoice
4544,SuperiorCard
17032,Distinguish
6714,Distinguish
10626,Distinguish
12205,Distinguish
12972,Vista
3901,SuperiorCard
18148,ColonialVoice
8768,Vista
3213,ColonialVoice
12078,Vista
362,Distinguish
16432,SuperiorCard
121,Distinguish
13216,Distinguish
4918,Distinguish
13530,ColonialVoice
14711,Vista
6260,SuperiorCard
7609,ColonialVoice
14650,SuperiorCard
12031,Distinguish
2791,Distinguish
540,SuperiorCard
13478,Distinguish
12416,SuperiorCard
13812,Distinguish
675,SuperiorCard
15161,Vista
9508,Distinguish
5901,Distinguish
13195,SuperiorCard
13028,Distinguish
10977,SuperiorCard
17147,SuperiorCard
5331,ColonialVoice
808,ColonialVoice
15384,SuperiorCard
2166,ColonialVoice
17839,Distinguish
6534,Vista
1725,Vista
16085,Vista
6745,Vista
5571,SuperiorCard
10810,SuperiorCard
8619,ColonialVoice
5688,Distinguish
3254,SuperiorCard
15863,Vista
17432,ColonialVoice
4610,SuperiorCard
1621,Vista
13008,SuperiorCard
8089,Distinguish
9830,Vista
8179,Vista
9829,Vista
12334,ColonialVoice
14879,SuperiorCard
17412,ColonialVoice
6524,SuperiorCard
4475,Vista
7971,ColonialVoice
5055,ColonialVoice
1133,ColonialVoice
6967,ColonialVoice
13579,Vista
8415,Distinguish
12271,ColonialVoice
10578,Vista
11813,ColonialVoice
8296,Vista
17090,SuperiorCard
6529,SuperiorCard
11386,SuperiorCard
2112,Vista
5979,Vista
7738,SuperiorCard
2233,ColonialVoice
603,SuperiorCard
7131,Distinguish
8357,ColonialVoice
15016,ColonialVoice
10128,ColonialVoice
19141,ColonialVoice
2610,Vista
13877,SuperiorCard
11059,Vista
17148,Vista
17695,Distinguish
5729,ColonialVoice
15388,Distinguish
8925,ColonialVoice
3133,ColonialVoice
5341,Vista
8148,SuperiorCard
11796,Vista
4752,ColonialVoice
15403,SuperiorCard
2077,SuperiorCard
11084,ColonialVoice
18965,SuperiorCard
4618,ColonialVoice
15138,Vista
12741,ColonialVoice
833,SuperiorCard
620,SuperiorCard
11547,ColonialVoice
12759,Vista
15198,Distinguish
18071,ColonialVoice
5903,Distinguish
15460,Distinguish
14164,SuperiorCard
16006,Vista
6998,Distinguish
5090,SuperiorCard
16111,Distinguish
13283,Distinguish
15142,Vista
1411,SuperiorCard
5236,SuperiorCard
3885,Vista
3108,SuperiorCard
5578,ColonialVoice
5675,Vista
15701,ColonialVoice
5525,Vista
15712,Vista
7614,Vista
1491,Vista
4491,ColonialVoice
11333,ColonialVoice
15740,Distinguish
12566,Vista
7949,Vista
12668,ColonialVoice
13635,SuperiorCard
10373,Vista
14020,Distinguish
233,ColonialVoice
14437,Vista
3039,SuperiorCard
2026,Distinguish
10600,SuperiorCard
18545,ColonialVoice
5690,ColonialVoice
19088,SuperiorCard
17061,ColonialVoice
4937,SuperiorCard
9692,Distinguish
8723,SuperiorCard
11055,SuperiorCard
2800,Vista
7298,ColonialVoice
18288,ColonialVoice
10521,SuperiorCard
15163,SuperiorCard
4148,ColonialVoice
8192,Vista
1453,ColonialVoice
7018,SuperiorCard
17766,SuperiorCard
3034,SuperiorCard
11008,Vista
4545,Distinguish
15884,SuperiorCard
16546,SuperiorCard
2525,Distinguish
15501,ColonialVoice
5758,Vista
3239,Vista
2872,Vista
9880,Vista
10880,Distinguish
11706,Distinguish
7279,Distinguish
507,ColonialVoice
12366,SuperiorCard
2377,Vista
9420,Vista
1215,SuperiorCard
8653,SuperiorCard
16374,Distinguish
5068,SuperiorCard
18053,Distinguish
9784,SuperiorCard
11867,SuperiorCard
8272,ColonialVoice
5605,Distinguish
2022,Vista
7145,Vista
6642,Distinguish
9688,ColonialVoice
11564,SuperiorCard
1981,Vista
14850,Vista
19182,SuperiorCard
7057,Distinguish
3419,SuperiorCard
4744,Distinguish
10914,Vista
8017,ColonialVoice
2692,Distinguish
3444,Vista
4654,ColonialVoice
10359,Distinguish
8637,Distinguish
17709,ColonialVoice
2342,ColonialVoice
18719,ColonialVoice
18556,ColonialVoice
18375,SuperiorCard
6282,ColonialVoice
9532,SuperiorCard
8022,ColonialVoice
18967,SuperiorCard
8364,Vista
15962,ColonialVoice
1393,Vista
596,ColonialVoice
403,ColonialVoice
16520,ColonialVoice
1829,ColonialVoice
10655,Vista
9955,ColonialVoice
14501,Vista
17196,SuperiorCard
1003,SuperiorCard
14623,SuperiorCard
8242,Distinguish
5725,ColonialVoice
9598,SuperiorCard
13228,Distinguish
16197,Distinguish
12879,ColonialVoice
1246,Distinguish
4349,ColonialVoice
20,SuperiorCard
14678,ColonialVoice
11227,Distinguish
2911,SuperiorCard
1914,ColonialVoice
18188,Distinguish
1221,SuperiorCard
3006,Vista
2744,SuperiorCard
17322,Distinguish
5490,Distinguish
19095,ColonialVoice
3049,SuperiorCard
15714,Distinguish
10426,SuperiorCard
11556,Distinguish
3582,Distinguish
1956,Vista
5737,ColonialVoice
10500,ColonialVoice
18175,SuperiorCard
829,Vista
6206,ColonialVoice
482,Vista
8030,SuperiorCard
3801,SuperiorCard
7280,Distinguish
5953,SuperiorCard
17648,Distinguish
14031,Distinguish
16911,ColonialVoice
5480,ColonialVoice
1833,SuperiorCard
11826,SuperiorCard
18753,Distinguish
12296,Vista
11709,Vista
15509,ColonialVoice
3379,SuperiorCard
9821,ColonialVoice
8909,Distinguish
9157,ColonialVoice
12671,Distinguish
1840,ColonialVoice
15117,ColonialVoice
17515,Vista
15510,SuperiorCard
8073,ColonialVoice
639,Distinguish
5440,SuperiorCard
14601,Vista
14567,ColonialVoice
8577,Distinguish
1730,Distinguish
10225,Vista
15565,ColonialVoice
2593,ColonialVoice
5094,Vista
14555,ColonialVoice
5742,Distinguish
15085,Distinguish
3326,SuperiorCard
2831,Distinguish
13033,ColonialVoice
17504,ColonialVoice
14012,ColonialVoice
8692,ColonialVoice
18994,ColonialVoice
13709,Distinguish
11804,Vista
18637,SuperiorCard
14293,ColonialVoice
2864,Distinguish
16615,SuperiorCard
7213,Distinguish
15622,Distinguish
11810,Distinguish
10778,SuperiorCard
12721,ColonialVoice
4239,SuperiorCard
5228,Vista
11158,Distinguish
2701,Distinguish
5309,Vista
12583,Distinguish
6526,Vista
1515,ColonialVoice
5506,SuperiorCard
8564,ColonialVoice
8555,Vista
6729,Distinguish
16505,Distinguish
9460,ColonialVoice
8219,ColonialVoice
5531,Vista
16316,ColonialVoice
12498,Distinguish
3718,SuperiorCard
16449,SuperiorCard
6898,Distinguish
18906,SuperiorCard
15293,Distinguish
4315,SuperiorCard
16410,SuperiorCard
4845,ColonialVoice
5859,Distinguish
9580,Distinguish
11876,Distinguish
11512,ColonialVoice
6232,SuperiorCard
2680,SuperiorCard
3832,SuperiorCard
6480,Vista
18386,ColonialVoice
13169,ColonialVoice
17705,Vista
99,Vista
9726,Distinguish
12175,ColonialVoice
10855,Distinguish
14170,SuperiorCard
8058,Distinguish
10674,Distinguish
3135,SuperiorCard
8674,SuperiorCard
19108,Vista
5208,ColonialVoice
14315,SuperiorCard
5638,SuperiorCard
7802,Distinguish
17208,Vista
572,Vista
19235,ColonialVoice
13795,Vista
17717,Vista
6851,SuperiorCard
12030,ColonialVoice
16879,SuperiorCard
3987,ColonialVoice
8803,Distinguish
3632,SuperiorCard
13150,Vista
5176,SuperiorCard
1759,ColonialVoice
5563,Distinguish
15620,Distinguish
18762,Vista
19151,Distinguish
18427,Distinguish
4061,Distinguish
10731,ColonialVoice
11090,Vista
6473,ColonialVoice
13540,Distinguish
4879,Distinguish
13115,ColonialVoice
193,Vista
7336,Distinguish
8567,ColonialVoice
11583,SuperiorCard
18875,Distinguish
9359,ColonialVoice
12588,ColonialVoice
7718,Distinguish
12100,Vista
7734,Vista
11692,SuperiorCard
16848,ColonialVoice
3897,Vista
3680,Vista
10809,ColonialVoice
6047,ColonialVoice
12521,Distinguish
2675,SuperiorCard
6548,Vista
8267,SuperiorCard
8602,Distinguish
18380,Distinguish
17538,Vista
5486,Vista
12778,ColonialVoice
16373,Distinguish
12443,ColonialVoice
11575,ColonialVoice
733,Distinguish
4798,SuperiorCard
3421,SuperiorCard
6668,Vista
17796,Vista
835,Vista
5761,SuperiorCard
8220,Distinguish
18198,Distinguish
13031,ColonialVoice
13241,ColonialVoice
17295,Distinguish
6050,SuperiorCard
9264,ColonialVoice
4601,Vista
2535,ColonialVoice
14167,SuperiorCard
16067,SuperiorCard
14883,SuperiorCard
5392,Vista
8640,SuperiorCard
14210,Distinguish
4033,Distinguish
16642,Vista
18635,Vista
11941,ColonialVoice
9760,Distinguish
1634,SuperiorCard
5405,Distinguish
15348,ColonialVoice
13804,ColonialVoice
9603,ColonialVoice
11982,SuperiorCard
1779,ColonialVoice
18728,Vista
15141,ColonialVoice
775,ColonialVoice
2910,Vista
18059,Distinguish
5495,SuperiorCard
3694,Vista
17519,SuperiorCard
14603,ColonialVoice
17582,Distinguish
17423,ColonialVoice
7308,Distinguish
16634,Vista
5627,SuperiorCard
18687,SuperiorCard
14257,Distinguish
4365,SuperiorCard
5113,Vista
7214,ColonialVoice
3620,Vista
4687,ColonialVoice
1557,SuperiorCard
4954,ColonialVoice
5555,Vista
17922,ColonialVoice
545,Distinguish
9296,ColonialVoice
11266,Vista
11946,ColonialVoice
11276,SuperiorCard
16716,SuperiorCard
4372,SuperiorCard
4460,ColonialVoice
14576,SuperiorCard
4571,Distinguish
9963,Vista
612,Distinguish
12777,SuperiorCard
16148,Vista
18984,Vista
7195,Vista
16413,ColonialVoice
3723,ColonialVoice
17179,ColonialVoice
8253,SuperiorCard
13290,SuperiorCard
13255,Vista
13306,SuperiorCard
3320,Vista
4528,Vista
7492,Vista
12231,Distinguish
8937,Vista
1487,Vista
12912,ColonialVoice
3585,Distinguish
2098,Distinguish
18692,ColonialVoice
9484,SuperiorCard
9765,Distinguish
10729,Distinguish
7934,Distinguish
891,Distinguish
800,SuperiorCard
11402,SuperiorCard
9881,ColonialVoice
16943,Vista
18602,Vista
17765,SuperiorCard
7167,ColonialVoice
3479,Distinguish
1230,Vista
10909,Distinguish
16005,ColonialVoice
16059,Distinguish
6556,SuperiorCard
2506,SuperiorCard
448,Vista
9261,Vista
10540,Vista
4958,SuperiorCard
16468,ColonialVoice
8157,ColonialVoice
15256,Distinguish
2509,Vista
11950,Vista
8560,Distinguish
2397,Distinguish
18050,ColonialVoice
7170,Distinguish
6485,SuperiorCard
1379,ColonialVoice
5933,Distinguish
3636,ColonialVoice
10713,Vista
18064,SuperiorCard
